No.,Time,Source,Destination,Protocol,Length,Source Port,Destination Port,TCP Flags,Sequence Number,Acknowledgment Number,Window Size,Payload Length,TSval,TSecr,NodeWeight,EdgeWeight,Classification
18324,1.04377,172.28.52.53,209.252.103.35,TCP,74,57026.0,80.0,SYN,0.0,,5840.0,0.0,6561517.0,0.0,46,46,Internal
18325,1.043969,209.252.103.35,172.28.52.53,TCP,74,,,,0.0,1.0,5792.0,0.0,25591835.0,6561517.0,68,68,External
18327,1.044037,172.28.52.53,209.252.103.35,HTTP,95,,,,,,,,,,46,46,Internal
18580,1.047464,172.28.160.107,212.13.216.172,TCP,74,40724.0,80.0,SYN,0.0,,5840.0,0.0,6561517.0,0.0,166,166,Internal
18582,1.047482,209.252.103.35,172.28.52.53,HTTP,1493,,,,,,,,,,68,68,External
18654,1.047985,212.13.216.172,172.28.160.107,TCP,74,,,,0.0,1.0,5792.0,0.0,25591836.0,6561517.0,319,319,External
18671,1.048101,172.28.160.107,212.13.216.172,HTTP,95,,,,,,,,,,166,166,Internal
18746,1.048687,67.159.40.113,172.28.179.54,HTTP,1505,,,,,,,,,,201,201,External
18764,1.049246,172.28.181.243,208.109.53.67,TCP,74,53255.0,80.0,SYN,0.0,,5840.0,0.0,6561517.0,0.0,124,124,Internal
18769,1.049465,208.109.53.67,172.28.181.243,TCP,74,,,,0.0,1.0,5792.0,0.0,25591836.0,6561517.0,224,224,External
18777,1.049576,172.28.181.243,208.109.53.67,HTTP,94,,,,,,,,,,124,124,Internal
18836,1.050606,172.28.1.5,64.180.1.1,SMTP/IMF,804,,,,,,,,,,851,851,Internal
19160,1.05337,172.28.153.233,5.232.140.28,TCP,74,33862.0,80.0,SYN,0.0,,5840.0,0.0,6561518.0,0.0,5,5,Internal
19228,1.053801,5.232.140.28,172.28.153.233,TCP,74,,,,0.0,1.0,5792.0,0.0,25591836.0,6561518.0,5,5,External
19242,1.053891,172.28.153.233,5.232.140.28,HTTP,94,,,,,,,,,,5,5,Internal
19260,1.054,212.13.216.172,172.28.160.107,HTTP,1391,,,,,,,,,,319,319,External
19269,1.054278,5.232.140.28,172.28.153.233,HTTP,603,,,,,,,,,,5,5,External
19371,1.058168,172.28.126.19,89.109.58.196,TCP,74,52669.0,80.0,SYN,0.0,,5840.0,0.0,6561518.0,0.0,40,40,Internal
19425,1.058671,89.109.58.196,172.28.126.19,TCP,74,,,,0.0,1.0,5792.0,0.0,25591837.0,6561518.0,40,40,External
19431,1.05876,172.28.126.19,89.109.58.196,HTTP,92,,,,,,,,,,40,40,Internal
19590,1.059908,208.109.53.67,172.28.181.243,HTTP,768,,,,,,,,,,224,224,External
19609,1.062273,172.28.75.112,149.78.184.161,TCP,74,35901.0,80.0,SYN,0.0,,5840.0,0.0,6561519.0,0.0,10,10,Internal
19611,1.06246,149.78.184.161,172.28.75.112,TCP,74,,,,0.0,1.0,5792.0,0.0,25591837.0,6561519.0,10,10,External
19613,1.062509,172.28.75.112,149.78.184.161,HTTP,94,,,,,,,,,,10,10,Internal
19652,1.064863,89.109.58.196,172.28.126.19,HTTP,376,,,,,,,,,,40,40,External
19673,1.066402,149.78.184.161,172.28.75.112,HTTP,584,,,,,,,,,,10,10,External
19686,1.069509,172.28.205.108,74.252.153.146,TCP,74,53157.0,80.0,SYN,0.0,,5840.0,0.0,6561519.0,0.0,96,96,Internal
19692,1.069711,74.252.153.146,172.28.205.108,TCP,74,,,,0.0,1.0,5792.0,0.0,25591838.0,6561519.0,166,166,External
19699,1.069776,172.28.205.108,74.252.153.146,HTTP,94,,,,,,,,,,96,96,Internal
19929,1.073902,74.252.153.146,172.28.205.108,HTTP,407,,,,,,,,,,166,166,External
19986,1.080465,172.28.50.53,134.19.75.45,TCP,74,48354.0,80.0,SYN,0.0,,5840.0,0.0,6561521.0,0.0,16,16,Internal
19987,1.080664,134.19.75.45,172.28.50.53,TCP,74,,,,0.0,1.0,5792.0,0.0,25591839.0,6561521.0,16,16,External
19989,1.080735,172.28.50.53,134.19.75.45,HTTP,94,,,,,,,,,,16,16,Internal
20010,1.092037,134.19.75.45,172.28.50.53,HTTP,1253,,,,,,,,,,16,16,External
20012,1.092073,172.28.152.245,111.46.91.117,TCP,74,54611.0,80.0,SYN,0.0,,5840.0,0.0,6561522.0,0.0,66,66,Internal
20020,1.092294,111.46.91.117,172.28.152.245,TCP,74,,,,0.0,1.0,5792.0,0.0,25591840.0,6561522.0,118,118,External
20023,1.092358,172.28.152.245,111.46.91.117,HTTP,94,,,,,,,,,,66,66,Internal
20028,1.09294,172.28.192.5,70.98.1.1,SMTP,247,,,,,,,,,,452,452,Internal
20030,1.093237,70.98.1.1,172.28.192.5,SMTP,82,,,,,,,,,,658,658,External
20037,1.099322,172.28.36.147,166.109.64.155,TCP,74,52955.0,80.0,SYN,0.0,,5840.0,0.0,6561522.0,0.0,18,18,Internal
20038,1.099521,166.109.64.155,172.28.36.147,TCP,74,,,,0.0,1.0,5792.0,0.0,25591841.0,6561522.0,18,18,External
20040,1.09959,172.28.36.147,166.109.64.155,HTTP,95,,,,,,,,,,18,18,Internal
20072,1.101118,166.109.64.155,172.28.36.147,HTTP,335,,,,,,,,,,18,18,External
20085,1.101384,70.98.1.1,172.28.192.5,SMTP/IMF,1341,,,,,,,,,,658,658,External
20213,1.10711,66.200.65.121,172.28.13.10,TCP,74,47326.0,80.0,SYN,0.0,,5840.0,0.0,24975511.0,0.0,7,7,External
20235,1.107309,172.28.13.10,66.200.65.121,TCP,74,,,,0.0,1.0,5792.0,0.0,6376648.0,24975511.0,6,6,Internal
20241,1.107712,66.200.65.121,172.28.13.10,HTTP,145,,,,,,,,,,7,7,External
20246,1.108134,172.28.157.141,14.17.187.88,TCP,74,51100.0,80.0,SYN,0.0,,5840.0,0.0,6561523.0,0.0,12,12,Internal
20267,1.108337,111.46.91.117,172.28.152.245,HTTP,1327,,,,,,,,,,118,118,External
20269,1.10835,14.17.187.88,172.28.157.141,TCP,74,,,,0.0,1.0,5792.0,0.0,25591842.0,6561523.0,12,12,External
20277,1.108444,172.28.157.141,14.17.187.88,HTTP,95,,,,,,,,,,12,12,Internal
20295,1.109909,14.17.187.88,172.28.157.141,HTTP,1264,,,,,,,,,,12,12,External
20301,1.114099,172.28.13.10,66.200.65.121,HTTP,1491,,,,,,,,,,6,6,Internal
20304,1.116128,172.28.163.43,50.14.118.46,TCP,74,42716.0,80.0,SYN,0.0,,5840.0,0.0,6561524.0,0.0,58,58,Internal
20305,1.116329,50.14.118.46,172.28.163.43,TCP,74,,,,0.0,1.0,5792.0,0.0,25591843.0,6561524.0,96,96,External
20307,1.116396,172.28.163.43,50.14.118.46,HTTP,95,,,,,,,,,,58,58,Internal
20311,1.119747,172.28.205.202,117.44.42.198,TCP,74,42741.0,80.0,SYN,0.0,,5840.0,0.0,6561524.0,0.0,25,25,Internal
20312,1.119948,117.44.42.198,172.28.205.202,TCP,74,,,,0.0,1.0,5792.0,0.0,25591843.0,6561524.0,25,25,External
20314,1.120015,172.28.205.202,117.44.42.198,HTTP,94,,,,,,,,,,25,25,Internal
20323,1.120993,117.44.42.198,172.28.205.202,HTTP,833,,,,,,,,,,25,25,External
20361,1.128225,172.28.71.136,171.120.6.138,TCP,74,46358.0,80.0,SYN,0.0,,5840.0,0.0,6561525.0,0.0,38,38,Internal
20364,1.128427,171.120.6.138,172.28.71.136,TCP,74,,,,0.0,1.0,5792.0,0.0,25591844.0,6561525.0,51,51,External
20368,1.128494,172.28.71.136,171.120.6.138,HTTP,95,,,,,,,,,,38,38,Internal
20571,1.131276,50.14.118.46,172.28.163.43,HTTP,1412,,,,,,,,,,96,96,External
20592,1.131433,171.120.6.138,172.28.71.136,HTTP,1153,,,,,,,,,,51,51,External
20601,1.132856,172.28.156.93,57.19.36.168,TCP,74,39012.0,80.0,SYN,0.0,,5840.0,0.0,6561526.0,0.0,23,23,Internal
20602,1.133058,57.19.36.168,172.28.156.93,TCP,74,,,,0.0,1.0,5792.0,0.0,25591844.0,6561526.0,23,23,External
20604,1.133128,172.28.156.93,57.19.36.168,HTTP,93,,,,,,,,,,23,23,Internal
20625,1.134673,57.19.36.168,172.28.156.93,HTTP,1041,,,,,,,,,,23,23,External
20648,1.143333,172.28.175.58,87.157.207.70,TCP,74,37484.0,80.0,SYN,0.0,,5840.0,0.0,6561527.0,0.0,234,234,Internal
20649,1.143528,87.157.207.70,172.28.175.58,TCP,74,,,,0.0,1.0,5792.0,0.0,25591845.0,6561527.0,330,330,External
20651,1.143599,172.28.175.58,87.157.207.70,HTTP,95,,,,,,,,,,234,234,Internal
20655,1.152164,172.28.126.14,17.202.87.50,TCP,74,54802.0,80.0,SYN,0.0,,5840.0,0.0,6561528.0,0.0,151,151,Internal
20656,1.152366,17.202.87.50,172.28.126.14,TCP,74,,,,0.0,1.0,5792.0,0.0,25591846.0,6561528.0,204,204,External
20658,1.152432,172.28.126.14,17.202.87.50,HTTP,94,,,,,,,,,,151,151,Internal
20663,1.157412,172.28.224.63,137.102.185.194,TCP,74,33443.0,80.0,SYN,0.0,,5840.0,0.0,6561528.0,0.0,61,61,Internal
20664,1.157611,137.102.185.194,172.28.224.63,TCP,74,,,,0.0,1.0,5792.0,0.0,25591847.0,6561528.0,88,88,External
20666,1.157676,172.28.224.63,137.102.185.194,HTTP,95,,,,,,,,,,61,61,Internal
20804,1.160933,137.102.185.194,172.28.224.63,HTTP,316,,,,,,,,,,88,88,External
20816,1.161582,172.28.36.128,221.5.185.216,TCP,74,37657.0,80.0,SYN,0.0,,5840.0,0.0,6561529.0,0.0,20,20,Internal
20822,1.161872,221.5.185.216,172.28.36.128,TCP,74,,,,0.0,1.0,5792.0,0.0,25591847.0,6561529.0,20,20,External
20828,1.161969,172.28.36.128,221.5.185.216,HTTP,94,,,,,,,,,,20,20,Internal
20846,1.162923,221.5.185.216,172.28.36.128,HTTP,263,,,,,,,,,,20,20,External
20972,1.172918,172.28.201.246,111.165.146.137,TCP,74,34966.0,80.0,SYN,0.0,,5840.0,0.0,6561530.0,0.0,5,5,Internal
20973,1.173116,111.165.146.137,172.28.201.246,TCP,74,,,,0.0,1.0,5792.0,0.0,25591848.0,6561530.0,5,5,External
20975,1.173181,172.28.201.246,111.165.146.137,HTTP,94,,,,,,,,,,5,5,Internal
20977,1.173516,172.28.13.36,70.98.25.66,TCP,66,,,,1.0,1.0,46.0,0.0,6376655.0,24974018.0,4,4,Internal
20978,1.173566,111.165.146.137,172.28.201.246,HTTP,598,,,,,,,,,,5,5,External
21145,1.180036,172.28.89.83,22.64.128.104,TCP,74,55325.0,80.0,SYN,0.0,,5840.0,0.0,6561531.0,0.0,5,5,Internal
21257,1.180727,22.64.128.104,172.28.89.83,TCP,74,,,,0.0,1.0,5792.0,0.0,25591849.0,6561531.0,5,5,External
21284,1.180873,172.28.89.83,22.64.128.104,HTTP,94,,,,,,,,,,5,5,Internal
21421,1.181864,87.157.207.70,172.28.175.58,HTTP,156,,,,,,,,,,330,330,External
21423,1.18187,22.64.128.104,172.28.89.83,HTTP,592,,,,,,,,,,5,5,External
21536,1.189231,172.28.173.10,73.43.208.101,TCP,74,45831.0,80.0,SYN,0.0,,5840.0,0.0,6561531.0,0.0,25,25,Internal
21584,1.189654,73.43.208.101,172.28.173.10,TCP,74,,,,0.0,1.0,5792.0,0.0,25591850.0,6561531.0,25,25,External
21596,1.189759,172.28.173.10,73.43.208.101,HTTP,95,,,,,,,,,,25,25,Internal
21787,1.190814,17.202.87.50,172.28.126.14,HTTP,500,,,,,,,,,,204,204,External
21807,1.19272,172.28.81.160,176.1.81.49,TCP,74,57678.0,80.0,SYN,0.0,,5840.0,0.0,6561532.0,0.0,26,26,Internal
21808,1.192923,176.1.81.49,172.28.81.160,TCP,74,,,,0.0,1.0,5792.0,0.0,25591850.0,6561532.0,26,26,External
21811,1.192993,172.28.81.160,176.1.81.49,HTTP,94,,,,,,,,,,26,26,Internal
21845,1.194955,176.1.81.49,172.28.81.160,HTTP,69,,,,,,,,,,26,26,External
21863,1.200562,172.28.183.241,203.213.25.133,TCP,74,38383.0,80.0,SYN,0.0,,5840.0,0.0,6561533.0,0.0,274,274,Internal
21866,1.200784,203.213.25.133,172.28.183.241,TCP,74,,,,0.0,1.0,5792.0,0.0,25591851.0,6561533.0,540,540,External
21868,1.200853,172.28.183.241,203.213.25.133,HTTP,94,,,,,,,,,,274,274,Internal
21915,1.202056,73.43.208.101,172.28.173.10,HTTP,1262,,,,,,,,,,25,25,External
22140,1.204996,70.98.25.66,172.28.13.36,TCP,66,52460.0,80.0,ACK,1.0,2.0,91.0,0.0,24975521.0,6376655.0,4,4,External
22714,1.208849,203.213.25.133,172.28.183.241,HTTP,876,,,,,,,,,,540,540,External
22721,1.209147,172.28.126.67,138.165.160.134,TCP,74,48373.0,80.0,SYN,0.0,,5840.0,0.0,6561533.0,0.0,34,34,Internal
22722,1.209347,138.165.160.134,172.28.126.67,TCP,74,,,,0.0,1.0,5792.0,0.0,25591852.0,6561533.0,43,43,External
22724,1.209418,172.28.126.67,138.165.160.134,HTTP,94,,,,,,,,,,34,34,Internal
22794,1.21674,138.165.160.134,172.28.126.67,HTTP,232,,,,,,,,,,43,43,External
22801,1.220638,172.28.53.234,62.153.78.202,TCP,74,41189.0,80.0,SYN,0.0,,5840.0,0.0,6561535.0,0.0,15,15,Internal
22802,1.220838,62.153.78.202,172.28.53.234,TCP,74,,,,0.0,1.0,5792.0,0.0,25591853.0,6561535.0,15,15,External
22804,1.220904,172.28.53.234,62.153.78.202,HTTP,94,,,,,,,,,,15,15,Internal
22824,1.222398,62.153.78.202,172.28.53.234,HTTP,955,,,,,,,,,,15,15,External
22833,1.226221,172.28.149.138,6.113.149.59,TCP,74,50146.0,80.0,SYN,0.0,,5840.0,0.0,6561535.0,0.0,177,177,Internal
22834,1.226421,6.113.149.59,172.28.149.138,TCP,74,,,,0.0,1.0,5792.0,0.0,25591854.0,6561535.0,357,357,External
22836,1.226492,172.28.149.138,6.113.149.59,HTTP,94,,,,,,,,,,177,177,Internal
23103,1.235595,172.28.160.64,160.171.142.153,TCP,74,37396.0,80.0,SYN,0.0,,5840.0,0.0,6561536.0,0.0,32,32,Internal
23104,1.235792,160.171.142.153,172.28.160.64,TCP,74,,,,0.0,1.0,5792.0,0.0,25591855.0,6561536.0,37,37,External
23106,1.235862,172.28.160.64,160.171.142.153,HTTP,94,,,,,,,,,,32,32,Internal
23398,1.238349,6.113.149.59,172.28.149.138,HTTP,866,,,,,,,,,,357,357,External
23435,1.238901,160.171.142.153,172.28.160.64,HTTP,481,,,,,,,,,,37,37,External
23441,1.243253,172.28.175.201,200.8.151.201,TCP,74,58583.0,80.0,SYN,0.0,,5840.0,0.0,6561537.0,0.0,40,40,Internal
23442,1.243453,200.8.151.201,172.28.175.201,TCP,74,,,,0.0,1.0,5792.0,0.0,25591855.0,6561537.0,44,44,External
23444,1.243524,172.28.175.201,200.8.151.201,HTTP,94,,,,,,,,,,40,40,Internal
23456,1.24452,200.8.151.201,172.28.175.201,HTTP,473,,,,,,,,,,44,44,External
23527,1.248057,172.28.37.183,161.28.14.122,TCP,74,39037.0,80.0,SYN,0.0,,5840.0,0.0,6561537.0,0.0,9,9,Internal
23528,1.248255,161.28.14.122,172.28.37.183,TCP,74,,,,0.0,1.0,5792.0,0.0,25591856.0,6561537.0,9,9,External
23530,1.248323,172.28.37.183,161.28.14.122,HTTP,94,,,,,,,,,,9,9,Internal
23539,1.249277,161.28.14.122,172.28.37.183,HTTP,130,,,,,,,,,,9,9,External
23545,1.250442,172.28.75.66,185.23.238.77,TCP,74,39840.0,80.0,SYN,0.0,,5840.0,0.0,6561538.0,0.0,45,45,Internal
23546,1.250639,185.23.238.77,172.28.75.66,TCP,74,,,,0.0,1.0,5792.0,0.0,25591856.0,6561538.0,67,67,External
23548,1.250705,172.28.75.66,185.23.238.77,HTTP,94,,,,,,,,,,45,45,Internal
23550,1.252224,172.28.83.102,14.84.83.230,TCP,74,49928.0,80.0,SYN,0.0,,5840.0,0.0,6561538.0,0.0,13,13,Internal
23551,1.252422,14.84.83.230,172.28.83.102,TCP,74,,,,0.0,1.0,5792.0,0.0,25591856.0,6561538.0,13,13,External
23553,1.252492,172.28.83.102,14.84.83.230,HTTP,94,,,,,,,,,,13,13,Internal
23567,1.253898,172.28.124.97,219.120.13.164,TCP,74,37923.0,80.0,SYN,0.0,,5840.0,0.0,6561538.0,0.0,8,8,Internal
23576,1.254101,219.120.13.164,172.28.124.97,TCP,74,,,,0.0,1.0,5792.0,0.0,25591856.0,6561538.0,8,8,External
23585,1.254207,172.28.124.97,219.120.13.164,HTTP,95,,,,,,,,,,8,8,Internal
23652,1.2553,219.120.13.164,172.28.124.97,HTTP,1352,,,,,,,,,,8,8,External
23673,1.255634,185.23.238.77,172.28.75.66,HTTP,1039,,,,,,,,,,67,67,External
23695,1.259574,14.84.83.230,172.28.83.102,HTTP,435,,,,,,,,,,13,13,External
23701,1.261791,172.28.65.26,38.216.35.202,TCP,74,41447.0,80.0,SYN,0.0,,5840.0,0.0,6561539.0,0.0,40,40,Internal
23702,1.261989,38.216.35.202,172.28.65.26,TCP,74,,,,0.0,1.0,5792.0,0.0,25591857.0,6561539.0,46,46,External
23704,1.26206,172.28.65.26,38.216.35.202,HTTP,94,,,,,,,,,,40,40,Internal
23715,1.263027,38.216.35.202,172.28.65.26,HTTP,365,,,,,,,,,,46,46,External
23789,1.274042,172.28.228.102,133.22.139.88,TCP,74,35465.0,80.0,SYN,0.0,,5840.0,0.0,6561540.0,0.0,79,79,Internal
23790,1.274242,133.22.139.88,172.28.228.102,TCP,74,,,,0.0,1.0,5792.0,0.0,25591858.0,6561540.0,145,145,External
23792,1.274312,172.28.228.102,133.22.139.88,HTTP,94,,,,,,,,,,79,79,Internal
24006,1.278237,133.22.139.88,172.28.228.102,HTTP,871,,,,,,,,,,145,145,External
24015,1.27923,172.28.52.30,169.132.124.183,TCP,74,38505.0,80.0,SYN,0.0,,5840.0,0.0,6561540.0,0.0,41,41,Internal
24016,1.279431,169.132.124.183,172.28.52.30,TCP,74,,,,0.0,1.0,5792.0,0.0,25591859.0,6561540.0,59,59,External
24018,1.279498,172.28.52.30,169.132.124.183,HTTP,94,,,,,,,,,,41,41,Internal
24022,1.286509,172.28.166.201,83.120.249.233,TCP,74,58829.0,80.0,SYN,0.0,,5840.0,0.0,6561541.0,0.0,30,30,Internal
24023,1.286708,83.120.249.233,172.28.166.201,TCP,74,,,,0.0,1.0,5792.0,0.0,25591860.0,6561541.0,34,34,External
24025,1.286774,172.28.166.201,83.120.249.233,HTTP,94,,,,,,,,,,30,30,Internal
24080,1.28893,83.120.249.233,172.28.166.201,HTTP,199,,,,,,,,,,34,34,External
24088,1.290487,172.28.93.162,218.253.88.224,TCP,74,44658.0,80.0,SYN,0.0,,5840.0,0.0,6561542.0,0.0,13,13,Internal
24089,1.290686,218.253.88.224,172.28.93.162,TCP,74,,,,0.0,1.0,5792.0,0.0,25591860.0,6561542.0,13,13,External
24091,1.290756,172.28.93.162,218.253.88.224,HTTP,95,,,,,,,,,,13,13,Internal
24182,1.296143,169.132.124.183,172.28.52.30,HTTP,1102,,,,,,,,,,59,59,External
24187,1.296405,172.28.158.104,183.128.39.29,TCP,74,53235.0,80.0,SYN,0.0,,5840.0,0.0,6561542.0,0.0,10,10,Internal
24189,1.296603,183.128.39.29,172.28.158.104,TCP,74,,,,0.0,1.0,5792.0,0.0,25591861.0,6561542.0,10,10,External
24191,1.296673,172.28.158.104,183.128.39.29,HTTP,95,,,,,,,,,,10,10,Internal
24195,1.297067,183.128.39.29,172.28.158.104,HTTP,597,,,,,,,,,,10,10,External
24220,1.298302,218.253.88.224,172.28.93.162,HTTP,338,,,,,,,,,,13,13,External
24231,1.300459,172.28.142.76,207.115.215.32,TCP,74,52275.0,80.0,SYN,0.0,,5840.0,0.0,6561543.0,0.0,106,106,Internal
24232,1.300659,207.115.215.32,172.28.142.76,TCP,74,,,,0.0,1.0,5792.0,0.0,25591861.0,6561543.0,194,194,External
24234,1.300724,172.28.142.76,207.115.215.32,HTTP,95,,,,,,,,,,106,106,Internal
24324,1.303466,172.28.73.63,115.104.71.15,TCP,74,42679.0,80.0,SYN,0.0,,5840.0,0.0,6561543.0,0.0,34,34,Internal
24360,1.303957,115.104.71.15,172.28.73.63,TCP,74,,,,0.0,1.0,5792.0,0.0,25591861.0,6561543.0,34,34,External
24376,1.304086,172.28.73.63,115.104.71.15,HTTP,94,,,,,,,,,,34,34,Internal
24530,1.305256,207.115.215.32,172.28.142.76,HTTP,1288,,,,,,,,,,194,194,External
24538,1.307291,172.28.181.188,97.124.145.74,TCP,74,47627.0,80.0,SYN,0.0,,5840.0,0.0,6561543.0,0.0,58,58,Internal
24539,1.307489,97.124.145.74,172.28.181.188,TCP,74,,,,0.0,1.0,5792.0,0.0,25591862.0,6561543.0,77,77,External
24541,1.307556,172.28.181.188,97.124.145.74,HTTP,94,,,,,,,,,,58,58,Internal
24635,1.310204,115.104.71.15,172.28.73.63,HTTP,794,,,,,,,,,,34,34,External
24675,1.310611,97.124.145.74,172.28.181.188,HTTP,1381,,,,,,,,,,77,77,External
24696,1.311864,172.28.226.193,222.108.137.54,TCP,74,52664.0,80.0,SYN,0.0,,5840.0,0.0,6561544.0,0.0,20,20,Internal
24698,1.312062,222.108.137.54,172.28.226.193,TCP,74,,,,0.0,1.0,5792.0,0.0,25591862.0,6561544.0,20,20,External
24700,1.312128,172.28.226.193,222.108.137.54,HTTP,95,,,,,,,,,,20,20,Internal
24709,1.313108,222.108.137.54,172.28.226.193,HTTP,1089,,,,,,,,,,20,20,External
24776,1.322253,172.28.53.46,46.158.252.222,TCP,74,34144.0,80.0,SYN,0.0,,5840.0,0.0,6561545.0,0.0,27,27,Internal
24777,1.322452,46.158.252.222,172.28.53.46,TCP,74,,,,0.0,1.0,5792.0,0.0,25591863.0,6561545.0,28,28,External
24779,1.322525,172.28.53.46,46.158.252.222,HTTP,94,,,,,,,,,,27,27,Internal
24820,1.324596,46.158.252.222,172.28.53.46,HTTP,207,,,,,,,,,,28,28,External
24831,1.329822,172.28.156.43,54.78.20.175,TCP,74,48640.0,80.0,SYN,0.0,,5840.0,0.0,6561545.0,0.0,9,9,Internal
24832,1.330022,54.78.20.175,172.28.156.43,TCP,74,,,,0.0,1.0,5792.0,0.0,25591864.0,6561545.0,9,9,External
24834,1.330092,172.28.156.43,54.78.20.175,HTTP,94,,,,,,,,,,9,9,Internal
24845,1.331073,54.78.20.175,172.28.156.43,HTTP,733,,,,,,,,,,9,9,External
24851,1.34064,172.28.226.234,212.24.243.28,TCP,74,43250.0,80.0,SYN,0.0,,5840.0,0.0,6561547.0,0.0,29,29,Internal
24852,1.34084,212.24.243.28,172.28.226.234,TCP,74,,,,0.0,1.0,5792.0,0.0,25591865.0,6561547.0,31,31,External
24854,1.340907,172.28.226.234,212.24.243.28,HTTP,95,,,,,,,,,,29,29,Internal
24899,1.343021,212.24.243.28,172.28.226.234,HTTP,131,,,,,,,,,,31,31,External
24911,1.350452,172.28.34.248,56.92.191.97,TCP,74,53689.0,80.0,SYN,0.0,,5840.0,0.0,6561548.0,0.0,53,53,Internal
24912,1.350651,56.92.191.97,172.28.34.248,TCP,74,,,,0.0,1.0,5792.0,0.0,25591866.0,6561548.0,86,86,External
24914,1.350717,172.28.34.248,56.92.191.97,HTTP,94,,,,,,,,,,53,53,Internal
25043,1.354016,56.92.191.97,172.28.34.248,HTTP,208,,,,,,,,,,86,86,External
25050,1.361491,172.28.152.158,67.214.232.149,TCP,74,44036.0,80.0,SYN,0.0,,5840.0,0.0,6561549.0,0.0,21,21,Internal
25051,1.361731,67.214.232.149,172.28.152.158,TCP,74,,,,0.0,1.0,5792.0,0.0,25591867.0,6561549.0,21,21,External
25054,1.361801,172.28.152.158,67.214.232.149,HTTP,95,,,,,,,,,,21,21,Internal
25085,1.367384,172.28.52.146,122.115.82.66,TCP,74,49147.0,80.0,SYN,0.0,,5840.0,0.0,6561549.0,0.0,90,90,Internal
25089,1.367437,67.214.232.149,172.28.152.158,HTTP,519,,,,,,,,,,21,21,External
25094,1.367582,122.115.82.66,172.28.52.146,TCP,74,,,,0.0,1.0,5792.0,0.0,25591868.0,6561549.0,146,146,External
25096,1.367645,172.28.52.146,122.115.82.66,HTTP,95,,,,,,,,,,90,90,Internal
25324,1.371673,122.115.82.66,172.28.52.146,HTTP,677,,,,,,,,,,146,146,External
25332,1.376389,172.28.156.82,3.0.19.182,TCP,74,35626.0,80.0,SYN,0.0,,5840.0,0.0,6561550.0,0.0,18,18,Internal
25333,1.37659,3.0.19.182,172.28.156.82,TCP,74,,,,0.0,1.0,5792.0,0.0,25591869.0,6561550.0,18,18,External
25335,1.376655,172.28.156.82,3.0.19.182,HTTP,94,,,,,,,,,,18,18,Internal
25343,1.377601,3.0.19.182,172.28.156.82,HTTP,1018,,,,,,,,,,18,18,External
25368,1.381244,172.28.83.190,87.164.163.157,TCP,74,34710.0,80.0,SYN,0.0,,5840.0,0.0,6561551.0,0.0,22,22,Internal
25369,1.381444,87.164.163.157,172.28.83.190,TCP,74,,,,0.0,1.0,5792.0,0.0,25591869.0,6561551.0,22,22,External
25371,1.381514,172.28.83.190,87.164.163.157,HTTP,94,,,,,,,,,,22,22,Internal
25373,1.389232,172.28.187.199,19.21.25.101,TCP,74,43720.0,80.0,SYN,0.0,,5840.0,0.0,6561551.0,0.0,22,22,Internal
25376,1.389462,19.21.25.101,172.28.187.199,TCP,74,,,,0.0,1.0,5792.0,0.0,25591870.0,6561551.0,22,22,External
25378,1.389562,172.28.187.199,19.21.25.101,HTTP,94,,,,,,,,,,22,22,Internal
25410,1.390992,87.164.163.157,172.28.83.190,HTTP,426,,,,,,,,,,22,22,External
25417,1.395638,172.28.34.19,63.229.207.85,TCP,74,35590.0,80.0,SYN,0.0,,5840.0,0.0,6561552.0,0.0,41,41,Internal
25418,1.395836,63.229.207.85,172.28.34.19,TCP,74,,,,0.0,1.0,5792.0,0.0,25591871.0,6561552.0,61,61,External
25420,1.395902,172.28.34.19,63.229.207.85,HTTP,93,,,,,,,,,,41,41,Internal
25470,1.397455,19.21.25.101,172.28.187.199,HTTP,231,,,,,,,,,,22,22,External
25551,1.398719,63.229.207.85,172.28.34.19,HTTP,1265,,,,,,,,,,61,61,External
25558,1.400624,172.28.180.24,169.105.156.35,TCP,74,50607.0,80.0,SYN,0.0,,5840.0,0.0,6561553.0,0.0,87,87,Internal
25559,1.400821,169.105.156.35,172.28.180.24,TCP,74,,,,0.0,1.0,5792.0,0.0,25591871.0,6561553.0,128,128,External
25561,1.400889,172.28.180.24,169.105.156.35,HTTP,95,,,,,,,,,,87,87,Internal
25713,1.404338,169.105.156.35,172.28.180.24,HTTP,220,,,,,,,,,,128,128,External
25773,1.411507,172.28.156.138,200.75.138.131,TCP,74,55938.0,80.0,SYN,0.0,,5840.0,0.0,6561554.0,0.0,22,22,Internal
25774,1.41171,200.75.138.131,172.28.156.138,TCP,74,,,,0.0,1.0,5792.0,0.0,25591872.0,6561554.0,22,22,External
25776,1.41178,172.28.156.138,200.75.138.131,HTTP,94,,,,,,,,,,22,22,Internal
25810,1.413767,200.75.138.131,172.28.156.138,HTTP,899,,,,,,,,,,22,22,External
25817,1.423779,172.28.138.151,137.183.44.30,TCP,74,38276.0,80.0,SYN,0.0,,5840.0,0.0,6561555.0,0.0,9,9,Internal
25818,1.423978,137.183.44.30,172.28.138.151,TCP,74,,,,0.0,1.0,5792.0,0.0,25591873.0,6561555.0,9,9,External
25820,1.424048,172.28.138.151,137.183.44.30,HTTP,94,,,,,,,,,,9,9,Internal
